Time (UNIX Localtime format), Voltage 1 (V), Voltage 2 (V), Current (A), Power (W), Temperature (°C), SOC (%), Power Status
1692370585,13.929,0.012,13.327,185.63,17.25,,OFF
1692370586,13.928,0.012,13.412,186.80,17.25,,OFF
1692370587,13.930,0.010,13.333,185.73,17.25,,OFF
1692370588,13.930,0.014,13.187,183.69,17.25,,OFF
1692370589,13.930,0.012,13.325,185.62,17.25,,OFF
1692370590,13.926,0.010,13.252,184.55,17.25,,OFF
1692370591,13.925,0.011,13.261,184.66,17.25,,OFF
1692370592,13.929,0.011,13.308,185.37,17.25,,OFF
1692370593,13.929,0.014,13.262,184.73,17.25,,OFF
1692370594,13.928,0.013,13.280,184.96,17.25,,OFF
1692370595,13.928,0.010,13.293,185.14,17.25,,OFF
1692370596,13.929,0.013,13.323,185.58,17.25,,OFF
1692370597,13.926,0.011,13.325,185.56,17.25,,OFF
1692370598,13.930,0.013,13.289,185.12,17.25,,OFF
1692370599,13.929,0.012,13.319,185.52,17.25,,OFF
1692370600,13.931,0.014,13.295,185.21,17.25,,OFF
1692370601,13.928,0.012,13.313,185.42,17.25,,OFF
1692370602,13.929,0.013,13.275,184.91,17.25,,OFF
1692370603,13.931,0.013,13.300,185.28,17.25,,OFF
1692370604,13.928,0.011,13.319,185.51,17.25,,OFF
1692370605,13.930,0.013,13.320,185.55,17.25,,OFF
1692370606,13.933,0.015,13.284,185.09,17.25,,OFF
1692370607,13.931,0.012,13.313,185.46,17.25,,OFF
1692370608,13.931,0.011,13.320,185.56,17.25,,OFF
1692370609,13.930,0.013,13.292,185.16,17.25,,OFF
1692370610,13.929,0.013,13.322,185.56,17.25,,OFF
1692370611,13.932,0.012,13.341,185.87,17.25,,OFF
1692370612,13.928,0.010,13.337,185.76,17.25,,OFF
1692370613,13.930,0.013,13.338,185.80,17.25,,OFF
1692370614,13.931,0.014,13.350,185.98,17.25,,OFF
1692370615,13.930,0.012,13.349,185.95,17.25,,OFF
1692370616,13.931,0.012,13.373,186.30,17.25,,OFF
1692370617,13.931,0.012,13.325,185.63,17.25,,OFF
1692370618,13.931,0.014,13.356,186.06,17.25,,OFF
1692370619,13.929,0.011,13.317,185.49,17.25,,OFF
1692370620,13.930,0.013,13.330,185.69,17.25,,OFF
1692370621,13.929,0.011,13.357,186.05,17.25,,OFF
1692370622,13.934,0.015,13.381,186.45,17.25,,OFF
1692370623,13.904,0.013,11.032,153.39,17.25,,OFF
1692370624,13.872,0.011,10.641,147.61,17.25,,OFF
1692370625,13.896,0.013,13.524,187.93,17.25,,OFF
1692370626,13.912,0.013,13.481,187.55,17.25,,OFF
1692370627,13.919,0.011,13.498,187.88,17.25,,OFF
1692370628,13.922,0.011,13.492,187.84,17.25,,OFF
1692370629,13.927,0.012,13.473,187.64,17.25,,OFF
1692370630,13.930,0.012,13.474,187.69,17.25,,OFF
1692370631,13.931,0.011,13.489,187.92,17.25,,OFF
1692370632,13.934,0.013,13.509,188.23,17.25,,OFF
1692370633,13.933,0.012,13.462,187.57,17.25,,OFF
1692370634,13.933,0.012,13.494,188.01,17.25,,OFF
1692370635,13.932,0.010,13.462,187.55,17.25,,OFF
1692370636,13.937,0.014,13.442,187.34,17.25,,OFF
1692370637,13.934,0.012,13.432,187.16,17.25,,OFF
1692370638,13.935,0.012,13.467,187.66,17.25,,OFF
1692370639,13.933,0.012,13.440,187.26,17.25,,OFF
1692370640,13.933,0.015,13.422,187.01,17.25,,OFF
1692370641,13.933,0.011,13.426,187.06,17.25,,OFF
1692370642,13.933,0.011,13.357,186.10,17.25,,OFF
1692370643,13.935,0.014,13.374,186.37,17.25,,OFF
1692370644,13.935,0.015,13.372,186.34,17.25,,OFF
1692370645,13.934,0.011,13.411,186.87,17.25,,OFF
1692370646,13.932,0.014,13.396,186.63,17.25,,OFF
1692370647,13.933,0.012,13.443,187.30,17.25,,OFF
1692370648,13.934,0.012,13.426,187.08,17.25,,OFF
1692370649,13.931,0.010,13.381,186.41,17.25,,OFF
1692370650,13.933,0.012,13.354,186.06,17.25,,OFF
1692370651,13.932,0.011,13.342,185.88,17.25,,OFF
1692370652,13.934,0.015,13.388,186.55,17.25,,OFF
1692370653,13.932,0.010,13.316,185.52,17.25,,OFF
1692370654,13.935,0.013,13.372,186.34,17.25,,OFF
1692370655,13.933,0.010,13.355,186.08,17.25,,OFF
1692370656,13.933,0.012,13.302,185.34,17.25,,OFF
1692370657,13.935,0.012,13.423,187.05,17.25,,OFF
1692370658,13.934,0.011,13.427,187.09,17.25,,OFF
1692370659,13.936,0.012,13.443,187.34,17.25,,OFF
1692370660,13.932,0.014,13.429,187.09,17.25,,OFF
1692370661,13.933,0.014,13.447,187.36,17.25,,OFF
1692370662,13.934,0.012,13.361,186.17,17.25,,OFF
1692370663,13.933,0.014,13.394,186.62,17.25,,OFF
1692370664,13.932,0.011,13.365,186.20,17.25,,OFF
1692370665,13.934,0.013,13.371,186.31,17.25,,OFF
1692370666,13.934,0.012,13.417,186.95,17.25,,OFF
1692370667,13.931,0.011,13.374,186.31,17.25,,OFF
1692370668,13.936,0.012,13.365,186.25,17.25,,OFF
1692370669,13.935,0.012,13.366,186.26,17.25,,OFF
1692370670,13.933,0.014,13.396,186.65,17.25,,OFF
1692370671,13.933,0.013,13.372,186.31,17.25,,OFF
1692370672,13.934,0.011,13.397,186.67,17.25,,OFF
1692370673,13.935,0.013,13.397,186.69,17.25,,OFF
1692370674,13.935,0.011,13.392,186.62,17.25,,OFF
1692370675,13.934,0.011,13.320,185.60,17.25,,OFF
1692370676,13.932,0.012,13.343,185.89,17.25,,OFF
1692370677,13.933,0.013,13.374,186.34,17.25,,OFF
1692370678,13.935,0.014,13.354,186.09,17.25,,OFF
1692370679,13.930,0.012,13.336,185.77,17.25,,OFF
1692370680,13.934,0.010,13.348,185.99,17.25,,OFF
1692370681,13.931,0.013,13.368,186.23,17.25,,OFF
1692370682,13.933,0.013,13.332,185.75,17.25,,OFF
1692370683,13.935,0.013,13.323,185.66,17.25,,OFF
1692370684,13.932,0.014,13.325,185.64,17.25,,OFF
1692370685,13.933,0.012,13.287,185.13,17.25,,OFF
1692370686,13.933,0.017,13.314,185.50,17.25,,OFF
1692370687,13.937,0.015,13.307,185.46,17.25,,OFF
1692370688,13.931,0.011,13.268,184.84,17.25,,OFF
1692370689,13.927,0.010,13.296,185.17,17.25,,OFF
1692370690,13.933,0.011,13.241,184.49,17.25,,OFF
1692370691,13.933,0.012,13.306,185.39,17.25,,OFF
1692370692,13.932,0.014,13.295,185.23,17.25,,OFF
1692370693,13.930,0.014,13.261,184.73,17.25,,OFF
1692370694,13.931,0.014,13.285,185.07,17.25,,OFF
1692370695,13.930,0.011,13.293,185.17,17.25,,OFF
1692370696,13.933,0.014,13.311,185.46,17.25,,OFF
1692370697,13.931,0.013,13.296,185.23,17.25,,OFF
1692370698,13.931,0.012,13.255,184.66,17.25,,OFF
1692370699,13.929,0.011,13.268,184.81,17.25,,OFF
1692370700,13.932,0.012,13.254,184.65,17.25,,OFF
1692370701,13.933,0.011,13.283,185.07,17.25,,OFF
1692370702,13.929,0.014,13.184,183.64,17.25,,OFF
1692370703,13.930,0.014,13.226,184.24,17.25,,OFF
1692370704,13.929,0.013,13.224,184.20,17.25,,OFF
1692370705,13.929,0.013,13.262,184.73,17.25,,OFF
1692370706,13.929,0.010,13.250,184.56,17.25,,OFF
1692370707,13.931,0.014,13.208,184.00,17.25,,OFF
1692370708,13.929,0.015,13.209,183.99,17.25,,OFF
1692370709,13.930,0.012,13.234,184.35,17.25,,OFF
1692370710,13.926,0.012,13.222,184.13,17.25,,OFF
1692370711,13.928,0.010,13.157,183.25,17.25,,OFF
1692370712,13.928,0.012,13.191,183.72,17.25,,OFF
1692370713,13.928,0.013,13.223,184.17,17.25,,OFF
1692370714,13.930,0.013,13.148,183.15,17.25,,OFF
1692370715,13.927,0.011,13.152,183.17,17.25,,OFF
1692370716,13.929,0.014,13.192,183.75,17.25,,OFF
1692370717,13.928,0.014,13.170,183.43,17.25,,OFF
1692370718,13.928,0.013,13.184,183.63,17.25,,OFF
1692370719,13.928,0.014,13.147,183.11,17.25,,OFF
1692370720,13.927,0.013,13.218,184.09,17.25,,OFF
1692370721,13.928,0.015,13.168,183.40,17.25,,OFF
1692370722,13.927,0.010,13.121,182.74,17.25,,OFF
1692370723,13.928,0.012,13.173,183.47,17.25,,OFF
1692370724,13.927,0.012,13.156,183.22,17.25,,OFF
1692370725,13.926,0.014,13.140,182.99,17.25,,OFF
1692370726,13.926,0.014,13.165,183.34,17.25,,OFF
1692370727,13.927,0.013,13.162,183.31,17.25,,OFF
1692370728,13.927,0.013,13.206,183.92,17.25,,OFF
1692370729,13.927,0.012,13.162,183.31,17.25,,OFF
1692370730,13.926,0.009,13.157,183.22,17.25,,OFF
1692370731,13.926,0.012,13.148,183.10,17.25,,OFF
1692370732,13.926,0.011,13.167,183.36,17.25,,OFF
1692370733,13.926,0.012,13.143,183.03,17.25,,OFF
1692370734,13.926,0.013,13.108,182.54,17.25,,OFF
1692370735,13.925,0.010,13.101,182.43,17.25,,OFF
1692370736,13.925,0.012,13.116,182.64,17.25,,OFF
1692370737,13.926,0.014,13.105,182.50,17.25,,OFF
1692370738,13.927,0.013,13.101,182.46,17.25,,OFF
1692370739,13.926,0.010,13.080,182.15,17.25,,OFF
1692370740,13.925,0.012,13.128,182.81,17.25,,OFF
1692370741,13.927,0.012,13.140,183.00,17.25,,OFF
1692370742,13.926,0.012,13.096,182.37,17.25,,OFF
1692370743,13.924,0.008,13.079,182.11,17.25,,OFF
1692370744,13.924,0.012,13.088,182.24,17.25,,OFF
1692370745,13.925,0.011,13.097,182.38,17.25,,OFF
1692370746,13.927,0.014,13.127,182.82,17.25,,OFF
1692370747,13.927,0.013,13.163,183.32,17.25,,OFF
1692370748,13.925,0.013,13.137,182.93,17.25,,OFF
1692370749,13.926,0.012,13.077,182.11,17.25,,OFF
1692370750,13.925,0.014,13.125,182.77,17.25,,OFF
1692370751,13.924,0.012,13.141,182.98,17.25,,OFF
1692370752,13.924,0.009,13.166,183.32,17.25,,OFF
1692370753,13.927,0.013,13.138,182.97,17.25,,OFF
1692370754,13.927,0.011,13.137,182.96,17.25,,OFF
1692370755,13.924,0.011,13.109,182.53,17.25,,OFF
1692370756,13.928,0.012,13.121,182.75,17.25,,OFF
1692370757,13.929,0.014,13.124,182.80,17.25,,OFF
1692370758,13.925,0.013,13.157,183.21,17.25,,OFF
1692370759,13.923,0.010,13.096,182.34,17.25,,OFF
1692370760,13.925,0.011,13.106,182.50,17.25,,OFF
1692370761,13.926,0.013,13.146,183.07,17.25,,OFF
1692370762,13.883,0.011,8.410,116.76,17.25,,OFF
1692370763,13.843,0.012,8.478,117.36,17.25,,OFF
1692370764,13.822,0.012,8.560,118.32,17.25,,OFF
1692370765,13.806,0.012,8.636,119.23,17.25,,OFF
1692370766,13.799,0.011,8.678,119.75,17.25,,OFF
1692370767,13.790,0.013,8.727,120.35,17.25,,OFF
1692370768,13.804,0.010,12.248,169.07,17.25,,OFF
1692370769,13.854,0.012,13.351,184.96,17.25,,OFF
1692370770,13.873,0.011,13.253,183.86,17.25,,OFF
1692370771,13.894,0.014,13.198,183.37,17.25,,OFF
1692370772,13.899,0.010,13.209,183.59,17.25,,OFF
1692370773,13.906,0.010,13.160,183.00,17.25,,OFF
1692370774,13.909,0.014,13.137,182.72,17.25,,OFF
1692370775,13.915,0.011,13.146,182.93,17.25,,OFF
1692370776,13.919,0.013,13.123,182.66,17.25,,OFF
1692370777,13.920,0.012,13.283,184.90,17.25,,OFF
1692370778,13.924,0.013,13.305,185.26,17.25,,OFF
1692370779,13.925,0.011,13.302,185.23,17.25,,OFF
1692370780,13.927,0.012,13.286,185.03,17.25,,OFF
1692370781,13.929,0.010,13.302,185.28,17.25,,OFF
1692370782,13.928,0.011,13.331,185.67,17.25,,OFF
1692370783,13.924,0.012,13.263,184.67,17.25,,OFF
1692370784,13.929,0.012,13.292,185.14,17.25,,OFF
1692370785,13.927,0.011,13.307,185.33,17.25,,OFF
1692370786,13.929,0.014,13.232,184.31,17.25,,OFF
1692370787,13.931,0.013,13.255,184.66,17.25,,OFF
1692370788,13.931,0.014,13.259,184.71,17.25,,OFF
1692370789,13.929,0.012,13.252,184.59,17.25,,OFF
1692370790,13.930,0.015,13.249,184.56,17.25,,OFF
1692370791,13.929,0.013,13.187,183.68,17.25,,OFF
1692370792,13.929,0.014,13.226,184.22,17.25,,OFF
1692370793,13.929,0.013,13.229,184.27,17.25,,OFF
1692370794,13.929,0.015,13.160,183.31,17.25,,OFF
1692370795,13.927,0.012,13.142,183.03,17.25,,OFF
1692370796,13.925,0.012,13.167,183.35,17.25,,OFF
1692370797,13.925,0.010,13.133,182.88,17.25,,OFF
1692370798,13.923,0.012,13.149,183.07,17.25,,OFF
1692370799,13.927,0.011,13.152,183.17,17.25,,OFF
1692370800,13.928,0.014,13.116,182.68,17.25,,OFF
1692370801,13.926,0.011,13.144,183.04,17.25,,OFF
1692370802,13.926,0.015,13.158,183.24,17.25,,OFF
1692370803,13.927,0.013,13.103,182.49,17.25,,OFF
1692370804,13.924,0.011,13.122,182.71,17.25,,OFF
1692370805,13.925,0.011,13.129,182.82,17.25,,OFF
1692370806,13.924,0.011,13.136,182.91,17.25,,OFF
1692370807,13.928,0.010,13.225,184.20,17.25,,OFF
1692370808,13.926,0.012,13.196,183.77,17.25,,OFF
1692370809,13.927,0.009,13.207,183.93,17.25,,OFF
1692370810,13.927,0.013,13.164,183.34,17.25,,OFF
1692370811,13.929,0.011,13.099,182.46,17.25,,OFF
1692370812,13.929,0.014,13.114,182.66,17.25,,OFF
1692370813,13.927,0.013,13.167,183.38,17.25,,OFF
1692370814,13.924,0.013,13.121,182.70,17.25,,OFF
1692370815,13.928,0.011,13.173,183.47,17.25,,OFF
1692370816,13.927,0.013,13.197,183.79,17.25,,OFF
1692370817,13.930,0.013,13.224,184.21,17.25,,OFF
1692370818,13.929,0.015,13.233,184.32,17.25,,OFF
1692370819,13.926,0.012,13.207,183.92,17.25,,OFF
1692370820,13.927,0.012,13.197,183.79,17.25,,OFF
1692370821,13.927,0.010,13.206,183.92,17.25,,OFF
1692370822,13.929,0.010,13.141,183.04,17.25,,OFF
1692370823,13.925,0.010,13.159,183.24,17.25,,OFF
1692370824,13.927,0.011,13.159,183.27,17.25,,OFF
1692370825,13.927,0.012,13.120,182.72,17.25,,OFF
1692370826,13.928,0.012,13.234,184.32,17.25,,OFF
1692370827,13.930,0.013,13.203,183.92,17.25,,OFF
1692370828,13.928,0.011,13.202,183.88,17.25,,OFF
1692370829,13.927,0.011,13.221,184.13,17.25,,OFF
1692370830,13.928,0.014,13.210,183.99,17.25,,OFF
1692370831,13.927,0.014,13.190,183.70,17.25,,OFF
1692370832,13.930,0.010,13.210,184.02,17.25,,OFF
1692370833,13.929,0.012,13.167,183.40,17.25,,OFF
1692370834,13.927,0.012,13.135,182.93,17.25,,OFF
1692370835,13.928,0.011,13.200,183.85,17.25,,OFF
1692370836,13.927,0.011,13.163,183.32,17.25,,OFF
1692370837,13.927,0.013,13.124,182.78,17.25,,OFF
1692370838,13.926,0.011,13.175,183.48,17.25,,OFF
1692370839,13.928,0.012,13.157,183.25,17.25,,OFF
1692370840,13.931,0.013,13.161,183.35,17.25,,OFF
1692370841,13.928,0.014,13.168,183.40,17.25,,OFF
1692370842,13.926,0.011,13.111,182.58,17.25,,OFF
1692370843,13.928,0.014,13.127,182.83,17.25,,OFF
1692370844,13.926,0.012,13.133,182.89,17.25,,OFF
1692370845,13.928,0.014,13.091,182.33,17.25,,OFF
1692370846,13.925,0.010,13.057,181.82,17.25,,OFF
1692370847,13.924,0.011,13.093,182.31,17.25,,OFF
1692370848,13.927,0.011,13.079,182.15,17.25,,OFF
1692370849,13.924,0.011,13.087,182.22,17.00,,OFF
1692370850,13.925,0.011,13.100,182.42,17.00,,OFF
1692370851,13.924,0.012,13.065,181.92,17.00,,OFF
1692370852,13.926,0.014,13.163,183.31,17.00,,OFF
1692370853,13.930,0.014,13.134,182.96,17.00,,OFF
1692370854,13.927,0.012,13.113,182.62,17.00,,OFF
1692370855,13.928,0.013,13.160,183.29,17.00,,OFF
1692370856,13.929,0.014,13.142,183.05,17.00,,OFF
1692370857,13.926,0.012,13.118,182.68,17.00,,OFF
1692370858,13.926,0.011,13.147,183.09,17.00,,OFF
1692370859,13.925,0.011,13.125,182.77,17.00,,OFF
1692370860,13.926,0.011,13.120,182.71,17.00,,OFF
1692370861,13.925,0.012,13.110,182.56,17.00,,OFF
1692370862,13.925,0.012,13.104,182.47,17.00,,OFF
1692370863,13.925,0.011,13.067,181.96,17.00,,OFF
1692370864,13.927,0.011,13.119,182.71,17.00,,OFF
1692370865,13.925,0.012,13.084,182.19,17.00,,OFF
1692370866,13.925,0.010,13.104,182.47,17.00,,OFF
1692370867,13.927,0.010,13.063,181.93,17.00,,OFF
1692370868,13.926,0.015,13.047,181.69,17.00,,OFF
1692370869,13.925,0.013,13.081,182.15,17.00,,OFF
1692370870,13.927,0.014,13.084,182.22,17.00,,OFF
1692370871,13.923,0.012,13.090,182.25,17.00,,OFF
1692370872,13.924,0.013,13.052,181.74,17.00,,OFF
1692370873,13.926,0.012,13.113,182.61,17.00,,OFF
1692370874,13.927,0.012,13.064,181.94,17.00,,OFF
1692370875,13.927,0.013,13.057,181.84,17.00,,OFF
1692370876,13.926,0.012,13.053,181.78,17.00,,OFF
1692370877,13.928,0.015,13.083,182.22,17.00,,OFF
1692370878,13.926,0.009,13.111,182.58,17.25,,OFF
1692370879,13.926,0.012,13.065,181.94,17.25,,OFF
1692370880,13.924,0.011,13.017,181.25,17.00,,OFF
1692370881,13.926,0.013,13.065,181.94,17.00,,OFF
1692370882,13.923,0.010,13.039,181.54,17.25,,OFF
1692370883,13.925,0.014,13.012,181.19,17.25,,OFF
1692370884,13.924,0.013,13.029,181.42,17.25,,OFF
1692370885,13.924,0.013,13.043,181.61,17.25,,OFF
1692370886,13.925,0.013,13.030,181.44,17.25,,OFF
1692370887,13.924,0.012,12.992,180.90,17.25,,OFF
1692370888,13.924,0.013,12.975,180.66,17.25,,OFF
1692370889,13.924,0.014,13.068,181.96,17.00,,OFF
1692370890,13.922,0.012,13.047,181.64,17.00,,OFF
1692370891,13.925,0.011,13.029,181.43,17.00,,OFF
1692370892,13.924,0.011,13.065,181.92,17.00,,OFF
1692370893,13.925,0.012,13.029,181.43,17.00,,OFF
1692370894,13.922,0.011,12.965,180.50,17.00,,OFF
1692370895,13.921,0.010,12.968,180.53,17.00,,OFF
1692370896,13.924,0.013,12.977,180.69,17.00,,OFF
1692370897,13.924,0.014,13.004,181.07,17.00,,OFF
1692370898,13.921,0.014,12.992,180.86,17.00,,OFF
1692370899,13.923,0.012,13.022,181.31,17.00,,OFF
1692370900,13.926,0.013,13.007,181.14,17.00,,OFF
1692370901,13.925,0.012,12.983,180.79,17.00,,OFF
1692370902,13.923,0.012,12.977,180.68,17.00,,OFF
1692370903,13.924,0.012,12.976,180.68,17.00,,OFF
1692370904,13.922,0.011,12.985,180.78,17.00,,OFF
1692370905,13.926,0.013,13.170,183.41,17.00,,OFF
1692370906,13.923,0.014,13.169,183.35,17.00,,OFF
1692370907,13.928,0.013,13.146,183.10,17.00,,OFF
1692370908,13.925,0.013,13.113,182.60,17.00,,OFF
1692370909,13.925,0.011,13.142,183.00,17.00,,OFF
1692370910,13.926,0.012,13.087,182.25,17.00,,OFF
1692370911,13.927,0.014,13.084,182.22,17.00,,OFF
1692370912,13.925,0.013,13.082,182.17,17.00,,OFF
1692370913,13.926,0.013,13.051,181.75,17.00,,OFF
1692370914,13.925,0.014,13.006,181.11,17.00,,OFF
1692370915,13.927,0.015,13.018,181.30,17.00,,OFF
1692370916,13.923,0.012,12.973,180.62,17.00,,OFF
1692370917,13.925,0.013,12.998,181.00,17.00,,OFF
1692370918,13.922,0.012,12.995,180.92,17.00,,OFF
1692370919,13.924,0.015,12.961,180.47,17.00,,OFF
1692370920,13.922,0.013,12.940,180.15,17.00,,OFF
1692370921,13.920,0.011,12.942,180.15,17.00,,OFF
1692370922,13.920,0.014,12.927,179.94,17.00,,OFF
1692370923,13.919,0.013,12.924,179.89,17.00,,OFF
1692370924,13.919,0.011,12.869,179.12,17.00,,OFF
1692370925,13.922,0.016,12.847,178.86,17.00,,OFF
1692370926,13.917,0.014,12.847,178.79,17.00,,OFF
1692370927,13.920,0.011,12.860,179.01,17.00,,OFF
1692370928,13.917,0.012,12.829,178.54,17.00,,OFF
1692370929,13.920,0.013,12.833,178.64,17.00,,OFF
1692370930,13.915,0.010,12.840,178.67,17.00,,OFF
1692370931,13.919,0.012,12.820,178.44,17.00,,OFF
1692370932,13.916,0.010,12.832,178.57,17.00,,OFF
1692370933,13.919,0.012,12.818,178.41,17.00,,OFF
1692370934,13.918,0.012,12.837,178.67,17.00,,OFF
1692370935,13.917,0.015,12.850,178.83,17.00,,OFF
1692370936,13.915,0.013,12.830,178.53,17.00,,OFF
1692370937,13.917,0.012,12.786,177.94,17.00,,OFF
1692370938,13.914,0.013,12.808,178.21,17.00,,OFF
1692370939,13.918,0.012,12.812,178.32,17.00,,OFF
1692370940,13.917,0.013,12.778,177.83,17.00,,OFF
1692370941,13.915,0.014,12.776,177.78,17.00,,OFF
1692370942,13.914,0.014,12.744,177.32,17.00,,OFF
1692370943,13.916,0.011,12.706,176.82,17.00,,OFF
1692370944,13.917,0.015,12.756,177.53,17.00,,OFF
1692370945,13.913,0.011,12.723,177.02,17.00,,OFF
1692370946,13.913,0.012,12.670,176.28,17.00,,OFF
1692370947,13.911,0.014,12.649,175.96,17.00,,OFF
1692370948,13.912,0.011,12.651,176.00,17.00,,OFF
1692370949,13.910,0.009,12.655,176.03,17.00,,OFF
1692370950,13.913,0.012,12.643,175.90,17.00,,OFF
1692370951,13.914,0.013,12.614,175.51,17.00,,OFF
1692370952,13.910,0.013,12.663,176.14,17.00,,OFF
1692370953,13.912,0.011,12.628,175.68,17.00,,OFF
1692370954,13.910,0.010,12.647,175.92,17.00,,OFF
1692370955,13.910,0.010,12.639,175.81,17.00,,OFF
1692370956,13.913,0.014,12.636,175.80,17.00,,OFF
1692370957,13.911,0.012,12.630,175.70,17.00,,OFF
1692370958,13.910,0.013,12.676,176.32,17.00,,OFF
1692370959,13.911,0.012,12.646,175.92,17.00,,OFF
1692370960,13.911,0.012,12.620,175.56,17.00,,OFF
1692370961,13.910,0.014,12.608,175.38,17.00,,OFF
1692370962,13.910,0.013,12.597,175.22,17.00,,OFF
1692370963,13.907,0.010,12.591,175.10,17.00,,OFF
1692370964,13.910,0.015,12.543,174.47,17.00,,OFF
1692370965,13.909,0.013,12.537,174.38,17.00,,OFF
1692370966,13.905,0.013,12.519,174.08,17.00,,OFF
1692370967,13.907,0.015,12.552,174.56,17.00,,OFF
1692370968,13.907,0.014,12.502,173.87,17.00,,OFF
1692370969,13.907,0.016,12.511,173.99,17.00,,OFF
1692370970,13.907,0.012,12.455,173.21,17.00,,OFF
1692370971,13.906,0.013,12.461,173.28,17.00,,OFF
1692370972,13.906,0.014,12.427,172.81,17.00,,OFF
1692370973,13.906,0.014,12.410,172.57,17.00,,OFF
1692370974,13.901,0.013,12.380,172.09,17.00,,OFF
1692370975,13.902,0.012,12.340,171.55,17.00,,OFF
1692370976,13.902,0.011,12.332,171.44,17.00,,OFF
1692370977,13.901,0.012,12.349,171.66,17.00,,OFF
1692370978,13.899,0.012,12.355,171.72,17.00,,OFF
1692370979,13.897,0.012,12.325,171.28,17.00,,OFF
1692370980,13.901,0.015,12.338,171.51,17.00,,OFF
1692370981,13.899,0.012,12.339,171.50,17.00,,OFF
1692370982,13.898,0.013,12.291,170.82,17.00,,OFF
1692370983,13.901,0.012,12.315,171.19,17.00,,OFF
1692370984,13.898,0.011,12.272,170.56,17.00,,OFF
1692370985,13.897,0.010,12.250,170.24,17.00,,OFF
1692370986,13.897,0.013,12.221,169.84,17.00,,OFF
1692370987,13.896,0.013,12.220,169.81,17.00,,OFF
1692370988,13.893,0.012,12.203,169.54,17.00,,OFF
1692370989,13.897,0.012,12.203,169.59,17.00,,OFF
1692370990,13.895,0.012,12.235,170.01,17.00,,OFF
1692370991,13.897,0.015,12.176,169.21,17.00,,OFF
1692370992,13.896,0.012,12.168,169.09,17.00,,OFF
1692370993,13.893,0.011,12.163,168.98,17.00,,OFF
1692370994,13.895,0.011,12.209,169.64,17.00,,OFF
1692370995,13.893,0.011,12.246,170.13,17.00,,OFF
1692370996,13.895,0.012,12.260,170.35,17.00,,OFF
1692370997,13.893,0.012,12.202,169.52,17.00,,OFF
1692370998,13.893,0.014,12.231,169.93,17.00,,OFF
1692370999,13.894,0.011,12.176,169.17,17.00,,OFF
1692371000,13.892,0.012,12.215,169.69,17.00,,OFF
1692371001,13.893,0.011,12.235,169.98,17.00,,OFF
1692371002,13.894,0.010,12.208,169.62,17.00,,OFF
1692371003,13.897,0.013,12.213,169.72,17.00,,OFF
1692371004,13.894,0.011,12.208,169.62,17.00,,OFF
1692371005,13.896,0.013,12.226,169.89,17.00,,OFF
1692371006,13.893,0.013,12.195,169.43,17.00,,OFF
1692371007,13.893,0.012,12.164,168.99,17.00,,OFF
1692371008,13.894,0.012,12.196,169.45,17.00,,OFF
1692371009,13.893,0.014,12.181,169.23,17.00,,OFF
1692371010,13.893,0.012,12.187,169.31,17.00,,OFF
1692371011,13.895,0.013,12.172,169.13,17.00,,OFF
1692371012,13.893,0.013,12.146,168.74,17.00,,OFF
