Time (UNIX Localtime format), Voltage 1 (V), Voltage 2 (V), Current (A), Power (W), Temperature (°C), SOC (%), Power Status
1692422490,12.271,0.009,-4.762,-58.43,13.75,,OFF
1692422520,12.310,0.012,-0.380,-4.68,14.00,,OFF
1692422550,12.313,0.013,-0.384,-4.73,13.75,,OFF
1692422580,12.311,0.011,-0.349,-4.30,13.75,,OFF
1692422610,12.313,0.009,-0.266,-3.28,13.75,,OFF
1692422640,12.311,0.012,-0.292,-3.59,13.75,,OFF
1692422670,12.312,0.016,-0.374,-4.60,13.75,,OFF
1692422700,12.315,0.015,-0.262,-3.23,13.75,,OFF
1692422730,12.313,0.008,-0.342,-4.21,13.75,,OFF
1692422760,12.313,0.014,-0.279,-3.44,13.75,,OFF
1692422790,12.311,0.010,-0.309,-3.80,13.75,,OFF
1692422820,12.312,0.012,-0.271,-3.34,14.00,,OFF
1692422850,12.314,0.012,-0.279,-3.44,13.75,,OFF
1692422880,12.313,0.011,-0.331,-4.08,13.75,,OFF
1692422910,12.313,0.012,-0.249,-3.07,13.75,,OFF
1692422940,12.311,0.012,-0.291,-3.58,14.00,,OFF
1692422970,12.309,0.011,-0.343,-4.22,13.75,,OFF
1692423000,12.311,0.012,-0.309,-3.80,14.00,,OFF
1692423030,12.311,0.011,-0.320,-3.94,14.00,,OFF
1692423060,12.311,0.011,-0.261,-3.21,13.75,,OFF
1692423090,12.312,0.012,-0.304,-3.74,14.00,,OFF
1692423120,12.311,0.013,-0.344,-4.23,13.75,,OFF
1692423150,12.307,0.010,-0.272,-3.35,14.00,,OFF
1692423180,12.311,0.011,-0.309,-3.80,13.75,,OFF
1692423210,12.311,0.011,-0.326,-4.01,14.00,,OFF
1692423240,12.312,0.013,-0.308,-3.79,14.00,,OFF
1692423270,12.310,0.009,-0.265,-3.26,14.00,,OFF
1692423300,12.310,0.010,-0.307,-3.78,14.00,,OFF
1692423330,12.311,0.012,-0.328,-4.04,14.00,,OFF
1692423360,12.310,0.011,-0.308,-3.79,14.00,,OFF
1692423390,12.311,0.009,-0.266,-3.27,14.00,,OFF
1692423420,12.312,0.011,-0.256,-3.15,14.00,,OFF
1692423450,12.311,0.013,-0.321,-3.95,14.00,,OFF
1692423480,12.309,0.011,-0.331,-4.07,14.00,,OFF
1692423510,12.308,0.012,-0.329,-4.05,14.00,,OFF
1692423540,12.309,0.009,-0.319,-3.93,13.75,,OFF
1692423570,12.311,0.012,-0.360,-4.43,13.75,,OFF
1692423600,12.306,0.011,-0.297,-3.65,14.00,,OFF
1692423630,12.309,0.011,-0.328,-4.04,14.00,,OFF
1692423660,12.308,0.010,-0.294,-3.62,14.00,,OFF
1692423690,12.309,0.013,-0.327,-4.03,14.00,,OFF
1692423720,12.308,0.011,-0.277,-3.41,14.00,,OFF
1692423750,12.312,0.013,-0.337,-4.15,14.00,,OFF
1692423780,12.306,0.011,-0.299,-3.68,14.00,,OFF
1692423810,12.311,0.010,-0.340,-4.19,14.00,,OFF
1692423840,12.311,0.010,-0.258,-3.18,14.00,,OFF
1692423870,12.310,0.014,-0.241,-2.97,14.00,,OFF
1692423900,12.310,0.013,-0.325,-4.00,14.00,,OFF
1692423930,12.309,0.009,-0.318,-3.91,13.75,,OFF
1692423960,12.310,0.014,-0.304,-3.74,14.00,,OFF
1692423990,12.308,0.010,-0.315,-3.88,13.75,,OFF
1692424020,12.309,0.013,-0.295,-3.63,13.75,,OFF
1692424050,12.311,0.015,-0.369,-4.54,13.75,,OFF
1692424080,12.310,0.013,-0.345,-4.25,14.00,,OFF
1692424110,12.309,0.012,-0.280,-3.45,13.75,,OFF
1692424140,12.309,0.012,-0.302,-3.72,14.00,,OFF
1692424170,12.308,0.011,-0.271,-3.34,13.75,,OFF
1692424200,12.310,0.011,-0.308,-3.79,13.75,,OFF
1692424230,12.308,0.011,-0.328,-4.04,14.00,,OFF
1692424260,12.311,0.014,-0.254,-3.13,13.75,,OFF
1692424290,12.308,0.012,-0.345,-4.25,13.75,,OFF
1692424320,12.308,0.011,-0.295,-3.63,13.75,,OFF
1692424350,12.311,0.013,-0.355,-4.37,13.75,,OFF
1692424380,12.308,0.011,-0.323,-3.98,13.75,,OFF
1692424410,12.308,0.009,-0.328,-4.04,13.75,,OFF
1692424440,12.308,0.010,-0.323,-3.98,13.75,,OFF
1692424470,12.309,0.013,-0.387,-4.76,13.75,,OFF
1692424500,12.307,0.012,-0.355,-4.37,13.75,,OFF
1692424530,12.308,0.011,-0.286,-3.52,13.75,,OFF
1692424560,12.308,0.013,-0.341,-4.20,13.75,,OFF
1692424590,12.313,0.015,-0.264,-3.25,13.75,,OFF
1692424620,12.310,0.012,-0.313,-3.85,13.75,,OFF
1692424650,12.309,0.013,-0.298,-3.67,13.75,,OFF
1692424680,12.310,0.014,-0.341,-4.20,13.75,,OFF
1692424710,12.309,0.011,-0.329,-4.05,13.75,,OFF
1692424740,12.308,0.012,-0.283,-3.48,13.75,,OFF
1692424770,12.309,0.011,-0.307,-3.78,14.00,,OFF
1692424800,12.308,0.013,-0.385,-4.74,13.75,,OFF
1692424830,12.308,0.013,-0.302,-3.72,13.75,,OFF
1692424860,12.310,0.010,-0.362,-4.46,14.00,,OFF
1692424890,12.310,0.012,-0.316,-3.89,13.75,,OFF
1692424920,12.309,0.012,-0.371,-4.57,13.75,,OFF
1692424950,12.309,0.010,-0.234,-2.88,13.75,,OFF
1692424980,12.308,0.011,-0.312,-3.84,13.75,,OFF
1692425010,12.310,0.012,-0.291,-3.58,13.75,,OFF
1692425040,12.310,0.011,-0.346,-4.26,13.75,,OFF
1692425070,12.306,0.012,-0.309,-3.80,13.75,,OFF
1692425100,12.309,0.013,-0.325,-4.00,13.75,,OFF
1692425130,12.308,0.011,-0.270,-3.32,13.75,,OFF
1692425160,12.308,0.012,-0.298,-3.67,13.75,,OFF
1692425190,12.307,0.012,-0.284,-3.50,13.75,,OFF
1692425220,12.308,0.011,-0.347,-4.27,13.75,,OFF
1692425250,12.308,0.010,-0.314,-3.86,13.75,,OFF
1692425280,12.307,0.011,-0.309,-3.80,13.75,,OFF
1692425310,12.306,0.012,-0.335,-4.12,13.75,,OFF
1692425340,12.305,0.011,-0.307,-3.78,13.75,,OFF
1692425370,12.305,0.011,-0.267,-3.29,13.75,,OFF
1692425400,12.309,0.012,-0.334,-4.11,13.75,,OFF
1692425430,12.307,0.010,-0.386,-4.75,13.75,,OFF
1692425460,12.308,0.012,-0.282,-3.47,13.75,,OFF
1692425490,12.307,0.011,-0.293,-3.61,13.75,,OFF
1692425520,12.305,0.012,-0.280,-3.45,13.75,,OFF
1692425550,12.304,0.011,-0.267,-3.29,13.75,,OFF
1692425580,12.307,0.011,-0.237,-2.92,13.75,,OFF
1692425610,12.308,0.010,-0.307,-3.78,13.75,,OFF
1692425640,12.307,0.012,-0.322,-3.96,13.75,,OFF
1692425670,12.306,0.011,-0.296,-3.64,13.75,,OFF
1692425700,12.307,0.010,-0.364,-4.48,13.75,,OFF
1692425730,12.307,0.014,-0.308,-3.79,13.75,,OFF
1692425760,12.307,0.012,-0.315,-3.88,13.75,,OFF
1692425790,12.304,0.009,-0.295,-3.63,13.75,,OFF
1692425820,12.308,0.015,-0.321,-3.95,13.75,,OFF
1692425850,12.304,0.012,-0.301,-3.70,13.75,,OFF
1692425880,12.305,0.011,-0.217,-2.67,13.75,,OFF
1692425910,12.307,0.013,-0.295,-3.63,13.75,,OFF
1692425940,12.306,0.014,-0.321,-3.95,13.75,,OFF
1692425970,12.305,0.010,-0.297,-3.65,13.75,,OFF
1692426000,12.305,0.012,-0.339,-4.17,13.75,,OFF
1692426030,12.305,0.012,-0.259,-3.19,13.75,,OFF
1692426060,12.303,0.011,-0.255,-3.14,13.75,,OFF
1692426090,12.304,0.012,-0.304,-3.74,13.75,,OFF
1692426120,12.306,0.011,-0.293,-3.61,13.75,,OFF
1692426150,12.306,0.011,-0.295,-3.63,13.75,,OFF
1692426180,12.306,0.014,-0.364,-4.48,13.75,,OFF
1692426210,12.306,0.011,-0.345,-4.25,13.75,,OFF
1692426240,12.306,0.011,-0.299,-3.68,13.75,,OFF
1692426270,12.306,0.013,-0.323,-3.97,13.75,,OFF
1692426300,12.307,0.012,-0.336,-4.14,13.75,,OFF
1692426330,12.303,0.009,-0.364,-4.48,13.75,,OFF
1692426360,12.307,0.013,-0.293,-3.61,13.75,,OFF
1692426390,12.305,0.012,-0.264,-3.25,13.75,,OFF
1692426420,12.306,0.011,-0.373,-4.59,13.75,,OFF
1692426450,12.306,0.012,-0.320,-3.94,13.75,,OFF
1692426480,12.306,0.012,-0.325,-4.00,13.75,,OFF
1692426510,12.306,0.010,-0.359,-4.42,13.75,,OFF
1692426540,12.304,0.012,-0.311,-3.83,13.75,,OFF
1692426570,12.303,0.012,-0.262,-3.22,13.75,,OFF
1692426600,12.305,0.015,-0.366,-4.50,13.75,,OFF
1692426630,12.305,0.014,-0.317,-3.90,13.75,,OFF
1692426660,12.304,0.012,-0.361,-4.44,13.75,,OFF
1692426690,12.305,0.011,-0.296,-3.64,13.75,,OFF
1692426720,12.305,0.014,-0.257,-3.16,13.75,,OFF
1692426750,12.305,0.012,-0.313,-3.85,13.75,,OFF
1692426780,12.303,0.012,-0.332,-4.08,13.75,,OFF
1692426810,12.304,0.012,-0.358,-4.40,13.75,,OFF
1692426840,12.305,0.011,-0.346,-4.26,13.75,,OFF
1692426870,12.306,0.016,-0.294,-3.62,13.75,,OFF
1692426900,12.303,0.010,-0.290,-3.57,13.75,,OFF
1692426930,12.303,0.011,-0.350,-4.31,13.75,,OFF
1692426960,12.304,0.010,-0.226,-2.78,13.75,,OFF
1692426990,12.305,0.012,-0.320,-3.94,13.75,,OFF
1692427020,12.306,0.013,-0.284,-3.49,13.75,,OFF
1692427050,12.304,0.011,-0.281,-3.46,13.75,,OFF
1692427080,12.305,0.012,-0.331,-4.07,13.75,,OFF
1692427110,12.306,0.012,-0.303,-3.73,13.75,,OFF
1692427140,12.304,0.011,-0.332,-4.08,13.75,,OFF
1692427170,12.303,0.010,-0.356,-4.38,13.75,,OFF
1692427200,12.305,0.012,-0.296,-3.64,13.75,,OFF
1692427230,12.303,0.011,-0.351,-4.32,13.75,,OFF
1692427260,12.302,0.009,-0.326,-4.01,13.75,,OFF
1692427290,12.306,0.013,-0.352,-4.33,13.75,,OFF
1692427320,12.303,0.012,-0.284,-3.49,13.75,,OFF
1692427350,12.306,0.011,-0.307,-3.78,13.75,,OFF
1692427380,12.303,0.010,-0.346,-4.26,13.75,,OFF
1692427410,12.303,0.011,-0.268,-3.30,13.75,,OFF
1692427440,12.303,0.010,-0.333,-4.10,13.75,,OFF
1692427470,12.302,0.010,-0.346,-4.26,13.75,,OFF
1692427500,12.303,0.011,-0.340,-4.18,13.75,,OFF
1692427530,12.302,0.013,-0.256,-3.15,13.75,,OFF
1692427560,12.302,0.011,-0.301,-3.70,13.75,,OFF
1692427590,12.302,0.012,-0.294,-3.62,13.75,,OFF
1692427620,12.304,0.010,-0.374,-4.60,13.75,,OFF
1692427650,12.304,0.010,-0.339,-4.17,13.75,,OFF
1692427680,12.303,0.012,-0.245,-3.01,13.75,,OFF
1692427710,12.303,0.011,-0.337,-4.15,13.75,,OFF
1692427740,12.304,0.009,-0.298,-3.67,13.75,,OFF
1692427770,12.304,0.013,-0.299,-3.68,13.75,,OFF
1692427800,12.258,0.012,-6.281,-76.99,13.75,,OFF
1692427830,12.301,0.011,-0.294,-3.62,13.75,,OFF
1692427860,12.299,0.009,-0.353,-4.34,13.75,,OFF
1692427890,12.302,0.014,-0.334,-4.11,13.75,,OFF
1692427920,12.302,0.012,-0.323,-3.97,13.75,,OFF
1692427950,12.302,0.012,-0.308,-3.79,13.75,,OFF
1692427980,12.300,0.009,-0.357,-4.39,13.75,,OFF
1692428010,12.300,0.011,-0.313,-3.85,13.75,,OFF
1692428040,12.300,0.013,-0.314,-3.86,13.75,,OFF
1692428070,12.302,0.012,-0.257,-3.16,13.75,,OFF
1692428100,12.300,0.010,-0.317,-3.90,13.75,,OFF
1692428130,12.301,0.012,-0.374,-4.60,13.75,,OFF
1692428160,12.301,0.010,-0.315,-3.87,13.75,,OFF
1692428190,12.299,0.013,-0.353,-4.34,13.75,,OFF
1692428220,12.302,0.013,-0.258,-3.17,13.75,,OFF
1692428250,12.300,0.010,-0.309,-3.80,13.75,,OFF
1692428280,12.301,0.013,-0.331,-4.07,13.75,,OFF
1692428310,12.300,0.012,-0.324,-3.99,13.75,,OFF
1692428340,12.300,0.011,-0.247,-3.04,13.75,,OFF
1692428370,12.299,0.012,-0.330,-4.06,13.75,,OFF
1692428400,12.302,0.012,-0.402,-4.95,13.75,,OFF
1692428430,12.302,0.014,-0.343,-4.22,13.75,,OFF
1692428460,12.300,0.011,-0.317,-3.90,13.75,,OFF
1692428490,12.304,0.014,-0.296,-3.64,13.75,,OFF
1692428520,12.301,0.011,-0.274,-3.37,13.75,,OFF
1692428550,12.301,0.011,-0.301,-3.70,13.75,,OFF
1692428580,12.301,0.013,-0.386,-4.75,13.75,,OFF
1692428610,12.300,0.010,-0.286,-3.52,13.75,,OFF
1692428640,12.298,0.011,-0.303,-3.73,13.75,,OFF
1692428670,12.299,0.012,-0.295,-3.63,13.75,,OFF
1692428700,12.301,0.013,-0.306,-3.76,13.75,,OFF
1692428730,12.298,0.013,-0.319,-3.92,13.75,,OFF
1692428760,12.302,0.011,-0.325,-4.00,13.75,,OFF
1692428790,12.298,0.009,-0.297,-3.65,13.75,,OFF
1692428820,12.301,0.015,-0.315,-3.87,13.75,,OFF
1692428850,12.301,0.011,-0.310,-3.81,13.75,,OFF
1692428880,12.299,0.011,-0.346,-4.26,13.75,,OFF
1692428910,12.299,0.011,-0.364,-4.48,13.75,,OFF
1692428940,12.300,0.010,-0.286,-3.52,13.75,,OFF
1692428970,12.300,0.009,-0.284,-3.49,13.75,,OFF
1692429000,12.298,0.013,-0.309,-3.80,13.75,,OFF
1692429030,12.299,0.011,-0.285,-3.51,13.75,,OFF
1692429060,12.297,0.011,-0.244,-3.00,13.75,,OFF
1692429090,12.301,0.013,-0.319,-3.92,13.75,,OFF
1692429120,12.303,0.010,-0.290,-3.57,13.75,,OFF
1692429150,12.300,0.012,-0.181,-2.23,13.75,,OFF
1692429180,12.274,0.013,-4.841,-59.42,13.75,,OFF
1692429210,12.258,0.012,-6.298,-77.20,13.75,,OFF
1692429240,12.292,0.012,-0.197,-2.42,13.75,,OFF
1692429270,12.297,0.012,-0.296,-3.64,13.75,,OFF
1692429300,12.298,0.012,-0.304,-3.74,13.75,,OFF
1692429330,12.297,0.011,-0.210,-2.58,13.75,,OFF
1692429360,12.270,0.012,-4.725,-57.98,13.75,,OFF
1692429390,12.297,0.013,-0.288,-3.54,13.75,,OFF
1692429420,12.302,0.013,-0.186,-2.29,13.75,,OFF
1692429450,12.298,0.012,-0.215,-2.64,13.75,,OFF
1692429480,12.296,0.010,-0.260,-3.20,13.75,,OFF
1692429510,12.302,0.013,-0.241,-2.96,13.75,,OFF
1692429540,12.297,0.010,-0.171,-2.10,13.75,,OFF
1692429570,12.300,0.013,-0.252,-3.10,13.75,,OFF
1692429600,12.298,0.014,-0.175,-2.15,13.75,,OFF
1692429630,12.294,0.009,-0.202,-2.48,13.75,,OFF
1692429660,12.295,0.012,-0.151,-1.86,13.75,,OFF
1692429690,12.289,0.012,-0.171,-2.10,13.75,,OFF
1692429720,12.245,0.011,-4.678,-57.28,13.75,,OFF
1692429750,12.287,0.012,-0.178,-2.19,13.75,,OFF
1692429780,12.292,0.012,-0.195,-2.40,13.75,,OFF
1692429810,12.296,0.015,-0.175,-2.15,13.75,,OFF
1692429840,12.295,0.012,-0.190,-2.34,13.75,,OFF
1692429870,12.294,0.009,-0.248,-3.05,13.75,,OFF
1692429900,12.293,0.011,-0.235,-2.89,13.75,,OFF
1692429930,12.297,0.011,-0.169,-2.08,13.75,,OFF
1692429960,12.254,0.011,-4.643,-56.90,13.75,,OFF
1692429990,12.292,0.012,-0.156,-1.92,13.75,,OFF
1692430020,12.295,0.012,-0.224,-2.75,13.75,,OFF
1692430050,12.295,0.011,-0.201,-2.47,13.75,,OFF
1692430080,12.295,0.013,-0.158,-1.94,13.75,,OFF
1692430110,12.294,0.012,-0.104,-1.28,13.75,,OFF
1692430140,12.295,0.013,-0.176,-2.16,13.75,,OFF
1692430170,12.296,0.009,-0.218,-2.68,13.75,,OFF
1692430200,12.297,0.010,-0.149,-1.83,13.75,,OFF
1692430230,12.295,0.010,-0.120,-1.48,13.75,,OFF
1692430260,12.294,0.010,-0.044,-0.54,13.75,,OFF
1692430290,12.297,0.013,-0.140,-1.72,13.75,,OFF
1692430320,12.298,0.013,-0.156,-1.92,13.75,,OFF
1692430350,12.289,0.011,-0.813,-9.99,13.75,,OFF
1692430380,12.295,0.009,-0.088,-1.08,13.75,,OFF
1692430410,12.298,0.011,-0.110,-1.35,13.75,,OFF
1692430440,12.297,0.012,-0.169,-2.08,13.75,,OFF
1692430470,12.297,0.012,-0.057,-0.70,13.75,,OFF
1692430500,12.298,0.010,-0.098,-1.21,13.75,,OFF
1692430530,12.294,0.010,-0.113,-1.39,13.75,,OFF
1692430560,12.294,0.010,-0.083,-1.02,13.75,,OFF
1692430590,12.295,0.010,-0.152,-1.87,13.75,,OFF
1692430620,12.298,0.013,-0.142,-1.75,13.75,,OFF
1692430650,12.297,0.012,-0.135,-1.66,13.75,,OFF
1692430680,12.299,0.012,-0.098,-1.21,13.75,,OFF
1692430710,12.299,0.011,-0.112,-1.38,13.75,,OFF
1692430740,12.296,0.010,-0.132,-1.62,13.75,,OFF
1692430770,12.298,0.013,-0.095,-1.17,13.75,,OFF
1692430800,12.297,0.011,-0.090,-1.11,13.75,,OFF
1692430830,12.300,0.014,-0.199,-2.45,13.75,,OFF
1692430860,12.299,0.013,-0.209,-2.57,13.75,,OFF
1692430890,12.298,0.014,-0.136,-1.67,13.75,,OFF
1692430920,12.296,0.012,-0.151,-1.86,13.75,,OFF
1692430950,12.298,0.012,-0.095,-1.17,13.75,,OFF
1692430980,12.299,0.008,-0.141,-1.73,13.75,,OFF
1692431010,12.300,0.012,-0.077,-0.95,13.75,,OFF
1692431040,12.300,0.011,-0.069,-0.85,13.75,,OFF
1692431070,12.300,0.012,-0.028,-0.34,13.75,,OFF
1692431100,12.302,0.013,0.028,0.34,13.75,,OFF
1692431130,12.302,0.012,0.004,0.05,13.75,,OFF
1692431160,12.304,0.012,-0.027,-0.33,13.75,,OFF
1692431190,12.300,0.011,-0.005,-0.06,13.75,,OFF
1692431220,12.303,0.012,-0.090,-1.11,13.75,,OFF
1692431250,12.305,0.014,0.007,0.09,13.75,,OFF
1692431280,12.304,0.013,0.058,0.71,13.75,,OFF
1692431310,12.304,0.014,0.056,0.69,13.75,,OFF
1692431340,12.306,0.015,0.115,1.42,13.75,,OFF
1692431370,12.305,0.012,0.153,1.88,13.75,,OFF
1692431400,12.310,0.014,0.180,2.22,13.75,,OFF
1692431430,12.305,0.012,0.152,1.87,13.75,,OFF
1692431460,12.309,0.013,0.134,1.65,13.75,,OFF
1692431490,12.306,0.011,0.104,1.28,13.75,,OFF
1692431520,12.261,0.012,-4.328,-53.07,13.75,,OFF
1692431550,12.298,0.011,0.056,0.69,13.75,,OFF
1692431580,12.256,0.011,-4.424,-54.22,13.75,,OFF
1692431610,12.293,0.014,0.058,0.71,13.75,,OFF
1692431640,12.252,0.010,-4.412,-54.06,13.75,,OFF
1692431670,12.290,0.011,0.092,1.13,13.75,,OFF
1692431700,12.297,0.014,0.085,1.05,13.75,,OFF
1692431730,12.297,0.012,0.072,0.89,13.75,,OFF
1692431760,12.296,0.010,0.064,0.79,13.75,,OFF
1692431790,12.298,0.011,0.009,0.11,13.75,,OFF
1692431820,12.299,0.013,0.015,0.18,13.75,,OFF
1692431850,12.301,0.012,0.117,1.44,13.75,,OFF
1692431880,12.300,0.014,0.116,1.43,13.75,,OFF
1692431910,12.299,0.009,0.092,1.13,13.75,,OFF
1692431940,12.299,0.010,0.007,0.09,13.75,,OFF
1692431970,12.295,0.011,-0.027,-0.33,13.75,,OFF
1692432000,12.296,0.011,-0.004,-0.05,13.75,,OFF
1692432030,12.300,0.011,-0.038,-0.47,13.75,,OFF
1692432060,12.297,0.012,-0.048,-0.59,13.75,,OFF
1692432090,12.298,0.012,-0.105,-1.29,13.75,,OFF
1692432120,12.300,0.012,-0.047,-0.58,13.75,,OFF
1692432150,12.301,0.012,-0.035,-0.43,13.75,,OFF
1692432180,12.298,0.009,0.073,0.90,13.75,,OFF
1692432210,12.300,0.011,0.029,0.36,13.75,,OFF
1692432240,12.295,0.011,0.169,2.08,13.75,,OFF
1692432270,12.300,0.010,0.149,1.83,13.75,,OFF
1692432300,12.299,0.014,0.157,1.93,13.75,,OFF
1692432330,12.303,0.014,0.190,2.34,13.75,,OFF
1692432360,12.304,0.012,0.247,3.04,13.75,,OFF
1692432390,12.308,0.014,0.242,2.98,13.75,,OFF
1692432420,12.303,0.014,0.292,3.59,13.75,,OFF
1692432450,12.303,0.010,0.247,3.04,13.75,,OFF
1692432480,12.278,0.013,-4.207,-51.65,13.75,,OFF
1692432510,12.297,0.012,0.173,2.13,13.75,,OFF
1692432540,12.302,0.011,0.200,2.46,13.75,,OFF
1692432570,12.301,0.013,0.201,2.47,13.75,,OFF
1692432600,12.302,0.012,0.176,2.17,13.75,,OFF
1692432630,12.303,0.009,0.191,2.35,13.75,,OFF
1692432660,12.302,0.009,0.114,1.40,13.75,,OFF
1692432690,12.303,0.013,0.060,0.74,13.75,,OFF
1692432720,12.303,0.012,0.078,0.96,13.75,,OFF
1692432750,12.273,0.010,-4.448,-54.59,13.75,,OFF
1692432780,12.297,0.011,0.106,1.30,13.75,,OFF
1692432810,12.301,0.013,0.082,1.01,13.75,,OFF
1692432840,12.300,0.009,0.077,0.95,13.75,,OFF
1692432870,12.305,0.012,0.166,2.04,13.75,,OFF
1692432900,12.304,0.012,0.136,1.67,13.75,,OFF
1692432930,12.306,0.014,0.075,0.92,13.75,,OFF
1692432960,12.303,0.009,0.088,1.08,13.75,,OFF
1692432990,12.305,0.012,0.059,0.73,13.75,,OFF
1692433020,12.265,0.009,-4.363,-53.51,13.75,,OFF
1692433050,12.301,0.012,0.058,0.71,13.75,,OFF
1692433080,12.295,0.012,0.126,1.55,13.75,,OFF
1692433110,12.248,0.014,-4.375,-53.58,13.75,,OFF
1692433140,12.291,0.012,0.067,0.82,13.75,,OFF
1692433170,12.290,0.011,0.005,0.06,13.75,,OFF
1692433200,12.288,0.010,0.092,1.13,13.75,,OFF
1692433230,12.260,0.014,-4.347,-53.29,13.75,,OFF
1692433260,12.294,0.012,0.204,2.51,13.75,,OFF
1692433290,12.298,0.013,0.215,2.64,13.75,,OFF
1692433320,12.261,0.011,-4.228,-51.84,13.75,,OFF
1692433350,12.296,0.010,0.136,1.67,13.75,,OFF
1692433380,12.299,0.011,0.209,2.57,13.75,,OFF
1692433410,12.254,0.011,-4.187,-51.31,13.75,,OFF
1692433440,12.250,0.011,-4.182,-51.23,13.75,,OFF
1692433470,12.240,0.012,-4.095,-50.12,13.75,,OFF
1692433500,12.240,0.012,-4.057,-49.66,13.75,,OFF
1692433530,12.235,0.011,-4.086,-49.99,13.75,,OFF
1692433560,12.233,0.012,-4.169,-51.00,13.75,,OFF
1692433590,12.228,0.010,-4.294,-52.51,13.75,,OFF
1692433620,12.226,0.015,-4.260,-52.08,13.75,,OFF
1692433650,12.222,0.010,-4.284,-52.36,13.75,,OFF
1692433680,12.245,0.011,0.093,1.14,13.75,,OFF
1692433710,12.214,0.010,-4.444,-54.28,13.75,,OFF
1692433740,12.201,0.010,-5.838,-71.23,13.75,,OFF
1692433770,12.210,0.010,-4.418,-53.94,13.75,,OFF
1692433800,12.195,0.011,-5.859,-71.45,13.75,,OFF
1692433830,12.206,0.012,-4.316,-52.68,13.75,,OFF
1692433860,12.209,0.010,-4.360,-53.23,13.75,,OFF
1692433890,12.205,0.013,-4.312,-52.63,13.75,,OFF
1692433920,12.198,0.008,-4.315,-52.63,13.75,,OFF
1692433950,12.200,0.009,-4.242,-51.75,13.75,,OFF
1692433980,12.199,0.011,-4.278,-52.19,13.75,,OFF
1692434010,12.196,0.009,-4.285,-52.26,13.75,,OFF
1692434040,12.195,0.012,-4.262,-51.98,13.75,,OFF
1692434070,12.192,0.011,-4.302,-52.45,13.75,,OFF
1692434100,12.190,0.009,-4.186,-51.03,13.75,,OFF
1692434130,12.189,0.013,-4.148,-50.56,13.75,,OFF
1692434160,12.189,0.011,-4.278,-52.14,13.75,,OFF
1692434190,12.189,0.013,-4.226,-51.51,13.75,,OFF
1692434220,12.187,0.009,-4.197,-51.15,13.75,,OFF
1692434250,12.184,0.012,-4.180,-50.93,13.75,,OFF
1692434280,12.180,0.010,-4.168,-50.77,13.75,,OFF
1692434310,12.184,0.011,-4.152,-50.59,13.75,,OFF
1692434340,12.182,0.011,-4.091,-49.84,13.75,,OFF
1692434370,12.179,0.009,-4.163,-50.70,13.75,,OFF
1692434400,12.180,0.012,-4.082,-49.72,13.75,,OFF
1692434430,12.179,0.012,-4.143,-50.46,13.75,,OFF
1692434460,12.178,0.011,-4.094,-49.86,13.75,,OFF
1692434490,12.174,0.011,-4.061,-49.44,13.75,,OFF
1692434520,12.176,0.012,-4.051,-49.32,13.75,,OFF
1692434550,12.173,0.010,-4.077,-49.63,13.75,,OFF
1692434580,12.172,0.010,-3.975,-48.38,13.75,,OFF
1692434610,12.171,0.012,-4.016,-48.88,13.75,,OFF
1692434640,12.174,0.012,-4.019,-48.93,13.75,,OFF
1692434670,12.169,0.012,-3.994,-48.60,13.75,,OFF
1692434700,12.172,0.013,-3.994,-48.61,13.75,,OFF
1692434730,12.169,0.012,-3.976,-48.38,13.75,,OFF
1692434760,12.169,0.011,-3.945,-48.01,13.75,,OFF
1692434790,12.167,0.010,-3.990,-48.55,13.75,,OFF
1692434820,12.167,0.009,-3.955,-48.12,13.75,,OFF
1692434850,12.169,0.012,-3.917,-47.67,13.75,,OFF
1692434880,12.169,0.011,-3.949,-48.06,13.75,,OFF
1692434910,12.166,0.009,-3.839,-46.71,13.75,,OFF
1692434940,12.167,0.011,-3.893,-47.37,13.75,,OFF
1692434970,12.165,0.010,-3.908,-47.54,13.75,,OFF
1692435000,12.163,0.011,-3.904,-47.48,13.75,,OFF
1692435030,12.172,0.012,-3.902,-47.50,13.75,,OFF
1692435060,12.163,0.009,-3.820,-46.46,13.75,,OFF
1692435090,12.163,0.011,-3.753,-45.65,13.75,,OFF
1692435120,12.189,0.015,-0.195,-2.38,13.75,,OFF
1692435150,12.200,0.013,0.552,6.73,13.75,,OFF
1692435180,12.174,0.011,-3.949,-48.08,13.75,,OFF
1692435210,12.210,0.011,0.512,6.25,13.75,,OFF
1692435240,12.215,0.013,0.452,5.52,13.75,,OFF
1692435270,12.214,0.011,0.497,6.07,13.75,,OFF
1692435300,12.221,0.014,0.428,5.23,13.75,,OFF
1692435330,12.222,0.012,0.515,6.29,13.75,,OFF
1692435360,12.224,0.009,0.479,5.86,13.75,,OFF
1692435390,12.227,0.010,0.522,6.38,13.75,,OFF
1692435420,12.223,0.008,0.499,6.10,13.75,,OFF
1692435450,12.229,0.012,0.510,6.24,13.75,,OFF
1692435480,12.232,0.013,0.455,5.57,13.75,,OFF
1692435510,12.231,0.010,0.483,5.91,13.75,,OFF
1692435540,12.203,0.011,-4.026,-49.13,13.75,,OFF
1692435570,12.232,0.008,0.543,6.64,13.75,,OFF
1692435600,12.233,0.011,0.422,5.16,13.75,,OFF
1692435630,12.235,0.010,0.360,4.40,13.75,,OFF
1692435660,12.237,0.011,0.361,4.42,13.75,,OFF
